,entry,category,confidence
2027,shopping,miscellaneous,100.00%
2028,Mint leaves,food,99.99%
2029,a new exhibition,recreation,97.26%
2030,Tiaras for kids ,personal,100.00%
2031,Mobile phone payment,utilities,99.99%
2032,Watxh movie at Cinema,recreation,100.00%
2033,truck window tint $40,miscellaneous,52.29%
2034,Website building,saving,99.99%
2035,cable service,utilities,100.00%
2036,Taxi 400,transportation,100.00%
2037,Rice,food,99.99%
2038,One new jacket for wardrobe change,personal,99.99%
2039,Transport fare,transportation,100.00%
2040,Bought a new set of underwear,personal,99.99%
2041,Patterned papers,miscellaneous,98.48%
2042,arrow roots 2kg,food,99.70%
2043,stones 100,housing,99.99%
2044,story book for 4,personal,57.90%
2045,pet insurance ,medical,99.99%
2046,Milk tea ,food,99.82%
2047,Daycare,miscellaneous,99.99%
2048,Gift for my best friend birthday party,recreation,99.99%
2049,Clothing store 50,medical,52.47%
2050,Cab to and from dinner,recreation,99.99%
2051,showmax subscription ,utilities,99.99%
2052,Sugar,food,99.94%
2053,Water bottle 1€,miscellaneous,100.00%
2054,Bananas 5,food,99.99%
2055,Work barbeque payment,food,100.00%
2056,Buy Valentine's day gift for parents,recreation,68.68%
2057,Toothbrush ,personal,99.99%
2058,Pack of Cigarretes,personal,100.00%
2059,Orchids for Mom,recreation,92.70%
2060,New headphones purchase,utilities,99.55%
2061,New car,transportation,99.70%
2062,fresh flowers from market 1$,miscellaneous,100.00%
2063,Blankets,personal,99.99%
2064,Chapatis 3000,food,99.99%
2065,Brought schoolbag for little brother,nonsense,68.83%
2066,garden supplies,miscellaneous,87.64%
2067,Water bill,utilities,99.99%
2068,grocery store,food,99.99%
2069,Health insurance payment,medical,99.99%
2070,Groceries ,food,99.99%
2071,Concealer ,personal,99.86%
2072,fishing lure replacement,miscellaneous,93.93%
2073,Food,food,99.94%
2074,flowers for my best friends birthday $15,recreation,99.99%
2075,Fruits,food,99.94%
2076,Jacket,personal,99.99%
2077,Credit card payment 1250,saving,100.00%
2078,Supper 250,nonsense,100.00%
2079,bottle of vinegar for 8,food,100.00%
2080,Child care,medical,100.00%
2081,A crate of egg,food,99.99%
2082,Salt,food,100.00%
2083,Cloud Service Subscription,utilities,99.99%
2084,Late night snacks 2,food,99.98%
2085,Lettuce,food,99.99%
2086,Bread,food,100.00%
2087,Dentist bills,medical,100.00%
2088,House Rent Php6000,housing,99.99%
2089,Dresses ,personal,100.00%
2090,Car insurance payment,transportation,100.00%
2091,Car oil ,transportation,99.99%
2092,Refilled gas cylinder 5,transportation,74.29%
2093,wrist band for 2,miscellaneous,67.55%
2094,Charitable donations ,saving,99.99%
2095,credit card debt,saving,100.00%
2096,Personal driver fee,transportation,100.00%
2097,Onions $5,food,99.99%
2098,aftermarket rims $230,transportation,99.99%
2099,mobile data card for 2,utilities,100.00%
2100,electric bill for the month,utilities,99.99%
2101,buying of t-shirt for outing,personal,100.00%
2102,Milk powder 20,food,99.99%
2103,Dog food,food,99.99%
2104,Butter,food,99.99%
2105,dispenser repair,housing,59.57%
2106,Milk ,food,99.99%
2107,1L Salted Lychee 200,food,99.99%
2108,Presents for the twins birthday,recreation,99.99%
2109,Credit card,saving,99.99%
2110,Dress for baby shower,miscellaneous,99.99%
2111,Lunch at the cafe $6,food,100.00%
2112,phone case $15,miscellaneous,94.48%
2113,Cooking gas ,utilities,98.28%
2114,phone bills,utilities,100.00%
2115,Bikini wax,personal,100.00%
2116,Stationary purchases $5,miscellaneous,76.47%
2117,1 Bedsheet,housing,61.28%
2118,beans 1kg,food,100.00%
2119,Pay for lunch ,food,99.99%
2120,House paint pay,housing,99.99%
2121,dentist bill 350$,medical,100.00%
2122,Buying of new washing machine,housing,99.99%
2123,Maintenance for water filter at home,housing,99.99%
2124,Internet bill,utilities,99.99%
2125,Grocery store,food,100.00%
2126,Cooking oil 3litres,food,100.00%
2127,Fence around the house ,housing,99.99%
2128,Wifi for the month,utilities,99.99%
2129,sand 80,housing,99.99%
2130,repairs around the house ,housing,100.00%
2131,box wine $30,recreation,99.99%
2132,Mobile phone top up 20€,utilities,99.99%
2133,Gift for a friend ,personal,53.96%
2134,Pant,personal,98.03%
2135,Donuts for birthday 10100,food,97.26%
2136,Cigarettes 4€,recreation,99.99%
2137,gardening and landscaping services expenses,housing,100.00%
2138,Gas,utilities,93.28%
2139,Monthly shopping,personal,100.00%
2140,Bananas dozen,food,99.99%
2141,energy and fuel purchase,transportation,100.00%
2142,Stripper's club 3000,recreation,99.99%
2143,flower pot $14,miscellaneous,99.99%
2144,Butter $1,food,99.99%
2145,Flour,food,99.98%
2146,Pop Tarts,food,99.99%
2147,Transfer to mom 5000,personal,88.02%
2148,digital subscriptions 25,miscellaneous,99.99%
2149,House cleaning,housing,99.99%
2150,Mustard,food,99.99%
2151,Toys for baby 220,miscellaneous,73.44%
2152,Health insurance for father,medical,100.00%
2153,AA rechargeable batteries,miscellaneous,93.50%
2154,Cup cakes 4,food,99.99%
2155,onions for 5,food,99.99%
2156,Renting futsal fields for few hours,recreation,99.99%
2157,Face mask,medical,99.99%
2158,Buy organic manure for garden,recreation,100.00%
2159,Soup $5,food,99.99%
2160,Phone bill 40,utilities,99.99%
2161,New phone payment,utilities,99.99%
2162,Sitting chair for college dorm,housing,99.99%
2163,Onion,food,99.99%
2164,Ham sandwich 2€,food,99.99%
2165,Plane ticket to Cape Town ,transportation,100.00%
2166,conditioner,personal,98.91%
2167,rent,housing,100.00%
2168,Bank charges,saving,100.00%
2169,Business Loan Fees,saving,100.00%
2170,Toothbrush,medical,100.00%
2171,Children school fee payment for the year,miscellaneous,99.99%
2172,Doctor fees ,medical,99.99%
2173,gift expense,miscellaneous,99.99%
2174,Skincare products purchase,personal,98.25%
2175,Eggs $1.8,food,100.00%
2176,Detergent $3,food,100.00%
2177,gym shorts from amazon,personal,99.99%
2178,shopping at Alfamart,food,99.99%
2179,Pizza 15,food,100.00%
2180,Savings,saving,100.00%
2181,Plumbing services ,housing,100.00%
2182,Nail polish 14 ,personal,99.99%
2183,Milk,food,99.99%
2184,Gave a friend some money ,miscellaneous,99.99%
2185,monthly loan servicing,saving,99.99%
2186,door mat,housing,99.99%
2187,Buns,food,99.99%
2188,Batteries,miscellaneous,99.99%
2189,Sandwich Baggies,food,100.00%
2190,Nescafe 15$,food,100.00%
2191,fancy earrings,personal,99.92%
2192,Employees payment,miscellaneous,92.81%
2193,Engine oil vehicle top-up,transportation,100.00%
2194,A self care kit for the baby,personal,97.13%
2195,Water pipe replacement ,housing,99.99%
2196,Maths textbook,miscellaneous,99.99%
2197,Food,food,100.00%
2198,Air conditioner repair,housing,99.99%
2199,Pedicure,personal,96.61%
2200,Refill gas,utilities,100.00%
2201, Smokies 1 sachet,food,100.00%
2202,minibus fee,transportation,100.00%
2203,Himalaya toothpaste ,personal,99.79%
2204,advertising and marketing expenses,miscellaneous,66.45%
2205,Flower for my wife,recreation,100.00%
2206,Fastfood 380,food,98.79%
2207,₹270 spent at cosmetics,personal,99.99%
2208,monthly gym subscription,recreation,92.68%
2209,New car battery,transportation,100.00%
2210,credit card payment,saving,100.00%
2211,Vaseline ,personal,99.99%
2212,garden service,housing,100.00%
2213,Buy a box of milk,food,100.00%
2214,Bought fruits ,food,100.00%
2215,Makeup,personal,99.99%
2216,Bought a new pair of scissors,personal,99.99%
2217,Christmas DVD's $18,recreation,85.24%
2218,bottle of perfume for 25,personal,97.79%
2219,Mowing services,transportation,99.99%
2220,Bought some jeweleries,personal,99.99%
2221,Spices,food,100.00%
2222,Payment of refrigerator repair service charge,housing,100.00%
2223,entry tickets to the fair,recreation,99.99%
2224,Bought a speer tire,transportation,99.99%
2225,Tuition fees,saving,98.07%
2226,Mustard,food,99.99%
2227,eating out,recreation,99.99%
2228,Wi-Fi monthly bill payment,utilities,100.00%
2229,Toothbrush,personal,99.79%
2230,Spotify monthly subscription payment ,utilities,99.99%
2231,necklace for 10,personal,99.52%
2232,flowers for wife 6,recreation,99.99%
2233,Monthly fuel purcahse,transportation,100.00%
2234,Laundry detergent powder 500g $2,miscellaneous,99.99%
2235,medical comb $40,medical,100.00%
2236,Dry fish 2kg,food,100.00%
2237,Macaroni ,food,99.99%
2238,Groceries,food,100.00%
2239,Tupperware,miscellaneous,99.99%
2240,Singlets for me,personal,99.99%
2241,Sunglasses for beach trip,personal,99.99%
2242,School fees,utilities,99.99%
2243,Buy grape wine,food,99.99%
2244,mum pocket money 25,miscellaneous,96.84%
2245,Change Car Oil,transportation,100.00%
2246,Baby bottles,miscellaneous,99.99%
2247,Buy ink,miscellaneous,79.16%
2248,Banana,food,99.89%
2249,Purchase of curtains,housing,99.99%
2250,Salon,personal,99.99%
2251,Lawn cutting,miscellaneous,99.99%
2252,cat/dog food 200,food,100.00%
2253,Baby milk NAN 1 $5,food,99.99%
2254,Buy sugar,food,99.99%
2255,rose plants $50,personal,95.92%
2256,Notebook for the office ,miscellaneous,98.03%
2257,monthly travel card,recreation,99.99%
2258,Winter clothing,personal,99.99%
2259,Red gown 1500,personal,99.99%
2260,Photo frames ,miscellaneous,99.99%
2261,cosmetic store,personal,99.23%
2262,Cell phone Repair,utilities,100.00%
2263,gift necklace $245,personal,99.94%
2264,PNP SHOPPING GROCERIES ZMW 120,food,99.99%
2265,Dry cleaning ,miscellaneous,76.94%
2266,Wireless keyboard for my laptop,personal,99.99%
2267,Television subscription fee,utilities,100.00%
2268,Groceries,food,99.99%
2269,Off lotion 100 ml,personal,94.35%
2270,Gym 4,recreation,100.00%
2271,Lottery ticket $1,recreation,100.00%
2272,Shaving brush,personal,99.78%
2273,Eggs,food,99.99%
2274,Spices,food,99.99%
2275,Buy bananas,food,100.00%
2276,buy kids candy,food,99.99%
2277,Netflix membership payment,utilities,99.97%
2278,Online Course Fees,miscellaneous,92.58%
2279,pet care expenses,miscellaneous,99.32%
2280,Printing paper 5€,miscellaneous,97.90%
2281,New clothes,personal,99.99%
2282,Hair products from Amazon 120 ,personal,99.46%
2283,Gift for my aunt’s birthday ,recreation,99.99%
2284,Salt,food,100.00%
2285,Tomatoes and groceries 300,food,99.99%
2286,salmon to make a pie,food,99.97%
2287,A bunch of bananas for the qeek,food,99.99%
2288,Bought some icecream,miscellaneous,52.29%
2289,kitchen supplies,food,99.99%
2290,Chips 7$,food,100.00%
2291,School notebook,personal,99.99%
2292,Cat medicine,medical,100.00%
2293,Groceries,food,99.94%
2294,hand bag $45,personal,99.99%
2295,Buy groceries,food,99.99%
2296,Gym membership,personal,90.98%
2297,Hairbrush ,personal,99.99%
2298,Cotton pads,personal,99.87%
2299,Dairy,food,99.99%
2300,New set of dinning table,housing,99.99%
2301,Shopping,food,100.00%
2302,Hospital bill ,medical,100.00%
2303,Bed cover 40,housing,57.14%
2304,wooden table for 30,miscellaneous,60.31%
2305,New textbooks $50,miscellaneous,99.99%
2306,Gifts for friends' birthdays,recreation,58.65%
2307,English school books,miscellaneous,99.99%
2308,Payment of tv service charge,utilities,99.99%
2309,Data subscription ,utilities,99.99%
2310,electricity bill,utilities,99.99%
2311,Hair straightener $22,personal,99.99%
2312,Bought Groceries for Mom,food,99.99%
2313,entertainment expenses,recreation,99.99%
2314,Flowers for my birthday ,nonsense,72.83%
2315,bracelet for 7,personal,82.44%
2316,Corn,food,99.99%
2317,Savings,saving,99.99%
2318,Bought new microwave,miscellaneous,99.99%
2319,Coffee ,food,100.00%
2320,Phone payment,utilities,99.99%
2321,Parking fee,utilities,99.99%
2322,studying 70,personal,99.99%
2323,school books for kids,miscellaneous,97.03%
2324,Vehicle registration payment,transportation,100.00%
2325,Energy bill,housing,100.00%
2326,Onion,food,99.99%
2327,Bananas,food,100.00%
2328,Ear plugs,utilities,97.24%
2329,cat food,food,100.00%
2330,Tea Bags,food,99.99%
2331,Dogs food ,food,99.89%
2332,phone case,miscellaneous,99.99%
2333,Skin care products from Amazon 86,personal,99.99%
2334,Guitar strings,recreation,93.28%
2335,Blanket,miscellaneous,96.69%
2336,Internet data $4,utilities,100.00%
2337,Cooking oil 3l,food,99.99%
2338,Cell Phone,utilities,99.99%
2339,Scented Soap,personal,99.99%
2340,gym membership,personal,81.75%
2341,baby swimming 30,miscellaneous,95.71%
2342,Shiffon tops for ladies 1500,personal,99.99%
2343,Tatenda's cake $15,food,99.99%
2344,Loan repayment,saving,99.99%
2345,Transport fare,transportation,100.00%
2346,Breakfast 100,food,100.00%
2347,Subscription Payments,utilities,99.99%
2348,Toothpaste ,food,99.99%
2349,Home Television Package,utilities,98.95%
2350,Ginger tea,food,99.99%
2351,Electric repairs 3000,utilities,100.00%
2352,Two new Curtains and Sheers for the window,housing,99.99%
2353,Bought launch ,recreation,99.99%
2354,USB cable for phone,nonsense,99.99%
2355,cake for mom,miscellaneous,99.42%
2356,Gym membership ,personal,99.99%
2357,Grinding mill,recreation,96.72%
2358,book store,miscellaneous,95.00%
2359,Haircut $1,personal,100.00%
2360,Money for rent worth $45 per month.,housing,100.00%
2361,Pay my nephew's tuition fees,miscellaneous,99.99%
2362,donation in october,saving,99.99%
2363,Birthday dress,personal,57.91%
2364,Electricity payment ,utilities,99.99%
2365,Cleaning supplies R200,miscellaneous,99.99%
2366,Netflix monthly subscription payment,recreation,87.45%
2367,wall art 3 konga ,nonsense,100.00%
2368,Dishwasher liquid 250ml $1,food,90.07%
2369,Cable TV payment ,utilities,100.00%
2370,dog grooming and boarding,miscellaneous,94.25%
2371,Netflix repayment,utilities,89.51%
2372,Car insurance ,transportation,99.99%
2373,eating out ,recreation,99.99%
2374,Taking clothes for professional laundry ,personal,99.99%
2375,Breakfast ,food,99.99%
2376,Car refueling,transportation,100.00%
2377,Eggs,food,100.00%
2378,Deodorant for myself ,personal,98.85%
2379,Toys for kids,recreation,100.00%
2380,Snacks,food,99.99%
2381,Cup cakes 8,food,100.00%
2382,House rent payment,housing,100.00%
2383,Paid electricity bills,utilities,99.99%
2384,DHL package shipping,miscellaneous,96.72%
2385,Mini refrigerator from amazon - 87.99,utilities,100.00%
2386,Fruits,food,100.00%
2387,Car food,food,100.00%
2388,Printing expenses $5,miscellaneous,99.99%
2389,6 thousand  pounds per month.,nonsense,99.99%
2390,Buying a table,housing,99.99%
2391,bottle of glue for 2,miscellaneous,99.63%
2392,Paper towels,personal,99.99%
2393,Phone bill,utilities,99.99%
2394,Water bill 10,utilities,100.00%
2395,Dentist ,medical,100.00%
2396,Airtime $2,utilities,100.00%
2397,Tuition fees,miscellaneous,86.77%
2398,Water Bill Php1000,utilities,99.99%
2399,Transportation $4,transportation,99.99%
2400,Cooking oil,food,100.00%
2401,Sweater $10,personal,99.99%
2402,Dry cleaning -$4,saving,57.14%
2403,Streaming services,utilities,100.00%
2404,Buying shoes,personal,94.22%
2405,New alarm system ,housing,99.99%
2406,cat food,food,99.99%
2407,Bathing soap,personal,99.26%
2408,Upgraded for Spotify ,utilities,75.92%
2409,Vehicle Upkeep,transportation,99.99%
2410,Monthly toiletries,personal,54.29%
2411,Baby carriage,miscellaneous,99.99%
2412,Student loan repayment,saving,99.99%
2413,Razors,personal,99.99%
2414,new camera for 50,nonsense,99.99%
2415,Electricity bill,utilities,99.99%
2416,Coffee with friends ,recreation,93.54%
2417,Nail clippers,personal,99.99%
2418,Retirement insurance,saving,100.00%
2419,Eight tissue Paper Rolls,food,99.99%
2420,School fees payment $100,utilities,90.51%
2421,labour 50,nonsense,100.00%
2422,Scrunchies for girls,personal,88.44%
2423,Pack of chewing gum,food,99.59%
2424,new plate sets,miscellaneous,99.99%
2425,Invitation Card for Birthday,recreation,82.84%
2426,House rent for month pay 200,housing,100.00%
2427,Ordered pizza from Domino,food,90.83%
2428,Stay at a 4 star hotel ,housing,99.99%
2429,A pack of salt,food,99.90%
2430,Water bill payment,utilities,99.99%
2431,house shopping for month ksh4500,food,98.77%
2432,Coke 250,food,99.99%
2433,Mother's Day present 50,recreation,91.10%
2434,Veega burger patties,food,98.32%
2435,Netflix subscription ,recreation,99.99%
2436,Apples,food,99.99%
2437,Home insurance,housing,99.99%
2438,house fumigation,housing,99.99%
2439,House mortgage ,housing,100.00%
2440,Debt payment,saving,99.99%
2441,Water bill,utilities,99.93%
2442,Go for pedicure ,personal,99.98%
2443,Apples ,food,99.24%
2444,Grocery store,food,99.99%
2445,Sausages for the week,food,99.99%
2446,Utility bills,utilities,99.99%
2447,A pack of noddles,food,99.99%
2448,One new bed Cover for my bed,personal,87.63%
2449,Conditioner,personal,99.99%
2450,New charger for laptop ,utilities,99.99%
2451,Perfume R140,personal,99.91%
2452,Chicken,food,99.99%
2453,Electricity bill payment,utilities,99.99%
2454,Handbag,personal,99.44%
2455,School fees,saving,99.99%
2456,Custom tables made ,housing,97.07%
2457,Fridge Repair,miscellaneous,94.46%
2458,Motor cycle petrol,transportation,100.00%
2459,pay mortgage,housing,99.99%
2460,Monthly Netflix subscritption fee,utilities,98.08%
2461,Food and Groceries,food,100.00%
2462,spa,personal,99.99%
2463,school expenses,miscellaneous,79.38%
2464,weekly grocery costs,food,99.99%
2465,Pillowcases,miscellaneous,99.99%
2466,Pool,housing,85.10%
2467,Kid's school fees payments,miscellaneous,99.99%
2468,Game purchase,recreation,96.88%
2469,Green tea bags,food,100.00%
2470,Diapers (a pack),miscellaneous,99.99%
2471,bananas 5000,food,99.99%
2472,TALKTIME - ZMW 20,utilities,100.00%
2473,food and groceries 2000,food,99.99%
2474,May for the children,nonsense,99.99%
2475,olive oil,food,100.00%
2476,hair salon appointment ,personal,99.99%
2477,Donuts,food,94.02%
2478,Bought a sandwich,food,99.73%
2479,New rug,housing,99.99%
2480,a new embroidery kit,recreation,99.99%
2481,Ovaltine,medical,100.00%
2482,Dental floss,medical,100.00%
